,,,,,,,,,,,,,,,,,,,,,Offense Four Factors,,,,,Defense Four Factors,,,,,,,
13,2001,Charlotte Hornets,Yes,No,28.2,46,36,48,34,2.1,-0.65,1.45,101.8,99.5,2.3,89.4,0.33,0.151,0.506,,0.457,13.7,29.8,0.246,,0.456,14.1,74.5,0.222,,Charlotte Coliseum,"615,424","15,010"
14,2001,Phoenix Suns,Yes,No,28.6,51,31,48,34,2.21,0.42,2.63,100.3,98,2.3,93.1,0.292,0.156,0.506,,0.46,14.1,27.3,0.221,,0.46,16.3,73.7,0.252,,America West Arena,"737,586","17,990"
15,2001,Minnesota Timberwolves,Yes,No,27.4,47,35,45,37,1.35,0.46,1.81,105.2,103.7,1.5,91.8,0.253,0.131,0.523,,0.482,13,28.6,0.199,,0.478,14.2,71.9,0.238,,Target Center,"717,371","17,497"
16,2001,Orlando Magic,Yes,No,26,43,39,44,38,0.99,-0.6,0.39,103.2,102.1,1.1,93.2,0.301,0.196,0.513,,0.474,13.8,29.1,0.215,,0.464,15.6,69.8,0.29,,TD Waterhouse Centre,"605,031","14,757"
17,2001,Seattle SuperSonics,No,No,27.9,44,38,41,41,0.02,0.52,0.55,105.6,105.6,0,91.6,0.299,0.176,0.53,,0.491,14.3,29.1,0.219,,0.488,13.9,69.8,0.199,,KeyArena at Seattle Center,"640,847","15,630"
18,2001,Indiana Pacers,Yes,No,27.7,41,41,40,42,-0.2,-0.57,-0.77,102,102.2,-0.2,89.4,0.312,0.18,0.519,,0.471,14.5,27,0.239,,0.452,12.8,71.4,0.235,,Conseco Fieldhouse,"731,800","17,849"
19,2001,Detroit Pistons,No,No,27.1,32,50,36,46,-1.7,-0.39,-2.08,100,101.8,-1.8,94.7,0.325,0.162,0.498,,0.453,14.2,29.3,0.234,,0.466,14,72.2,0.233,,The Palace of Auburn Hills,"607,323","14,813"
20,2001,Boston Celtics,No,No,25.9,36,46,35,47,-2.13,-0.26,-2.4,101.4,103.7,-2.3,92.6,0.338,0.252,0.521,,0.473,14.7,25.3,0.25,,0.493,16,72.7,0.256,,FleetCenter,"629,201","15,346"
21,2001,Denver Nuggets,No,No,27.9,40,42,34,48,-2.46,0.64,-1.83,103.7,106.3,-2.6,92.6,0.286,0.21,0.511,,0.47,12.8,28.3,0.211,,0.476,12.1,71.8,0.223,,Pepsi Center,"619,300","15,105"
22,2001,Los Angeles Clippers,No,No,24.3,31,51,32,50,-2.89,0.66,-2.23,101.3,104.5,-3.2,89.6,0.319,0.164,0.514,,0.476,14.9,28.3,0.221,,0.466,12,71.1,0.217,,STAPLES Center,"601,587","14,673"
23,2001,Cleveland Cavaliers,No,No,26.9,30,52,28,54,-4.24,-0.23,-4.48,100.3,104.9,-4.6,91.2,0.312,0.101,0.509,,0.459,15.4,29.7,0.239,,0.477,14.1,71.1,0.248,,Gund Arena,"650,775","15,873"
24,2001,New Jersey Nets,No,No,27.5,26,56,26,56,-5.05,-0.25,-5.3,100,105.5,-5.5,91.8,0.328,0.165,0.504,,0.452,13.9,25.7,0.249,,0.488,14.9,70,0.258,,Continental Airlines Arena,"556,573","13,575"
25,2001,Atlanta Hawks,No,No,26.1,25,57,26,56,-5.21,-0.34,-5.55,98.7,104.3,-5.6,91.9,0.272,0.14,0.5,,0.456,15.5,28.9,0.206,,0.472,13.8,70.8,0.249,,Philips Arena,"560,330","13,667"
26,2001,Vancouver Grizzlies,No,No,26.2,23,59,25,57,-5.73,0.79,-4.94,99.6,105.8,-6.2,91.7,0.289,0.145,0.51,,0.464,14.9,26.1,0.223,,0.491,13.8,69.8,0.194,,General Motors Place,"563,218","13,737"
27,2001,Washington Wizards,No,No,27,19,63,23,59,-6.67,-0.08,-6.75,100.6,107.8,-7.2,92.7,0.348,0.131,0.514,,0.46,15.7,29.7,0.264,,0.503,14.1,71.8,0.236,,MCI Center,"638,653","15,577"
28,2001,Golden State Warriors,No,No,26.6,17,65,17,65,-9.05,0.94,-8.11,97.8,107.4,-9.6,94.1,0.282,0.134,0.47,,0.429,13.9,33.3,0.199,,0.504,15,69.7,0.227,,The Arena in Oakland,"591,981","14,439"
29,2001,Chicago Bulls,No,No,23.2,15,67,16,66,-9.1,0.01,-9.09,97.2,107.3,-10.1,89.3,0.298,0.148,0.495,,0.45,15.1,26.6,0.22,,0.499,14.3,70.3,0.254,,United Center,"888,654","21,674"
,2001,League Average,No,No,27.8,,,41,41,0,0,0,103,103,,91.3,0.309,0.17,0.518,,0.473,14.1,28.2,0.231,,0.473,14.1,71.8,0.231,,,"687,864","16,777"
